customer_id,subscription_start_date,subscription_end_date,last_login_date,total_spend,customer_support_tickets,churned,age,gender,location
61,2022-11-27,2023-03-20,2023-07-01,2170.80458679093,12,True,64,Male,Suburban
62,2021-09-29,2023-03-23,2023-11-04,4814.938149005141,3,False,27,Female,Rural
63,2022-02-26,2022-09-04,2023-11-13,5190.526556332791,8,False,50,Male,Urban
64,2022-08-27,2024-05-16,2023-06-10,1584.615176551858,0,False,68,Male,Suburban
65,2021-08-19,2023-03-28,2023-06-15,2745.45730313207,8,False,25,Male,Suburban
66,2022-06-06,2022-11-24,2023-07-27,3000.9156894991665,5,True,67,Female,Suburban
67,2022-02-01,2023-02-19,2023-12-27,2322.691497952817,3,False,39,Male,Urban
68,2022-07-06,2022-12-29,2023-07-10,3443.0449885102985,12,True,24,Female,Rural
69,2022-06-09,2024-03-30,2023-09-20,4139.4178679848055,2,False,63,Female,Rural
70,2022-11-17,2024-10-11,2023-10-01,3306.565398234823,1,False,27,Male,Suburban
71,2022-07-02,2023-08-13,2023-09-17,3246.715676144714,1,False,41,Female,Suburban
72,2021-03-29,2021-08-09,2023-08-23,2332.488132969942,10,True,30,Male,Rural
73,2021-05-11,2022-10-25,2023-09-04,4373.038116671131,7,False,45,Female,Rural
74,2022-02-27,2022-06-25,2023-11-30,2857.1593965269,11,True,58,Male,Urban
75,2021-01-02,2021-07-04,2023-11-27,3694.358930463021,1,False,25,Female,Rural
76,2021-06-28,2021-12-14,2023-11-17,3628.5393899131973,1,True,30,Male,Rural
77,2021-01-30,2021-06-02,2023-09-13,974.571007330117,5,True,50,Male,Suburban
78,2021-10-04,2022-10-18,2023-08-17,4202.860760540283,5,False,24,Male,Suburban
79,2022-06-20,2024-04-18,2023-07-20,436.52776228688,2,False,26,Male,Urban
80,2022-04-10,2022-06-27,2023-11-04,3679.498652257948,10,True,36,Female,Urban
81,2021-01-06,2021-07-21,2023-08-18,663.1009735953112,8,False,64,Male,Rural
82,2021-07-22,2021-12-05,2023-10-25,2800.612984497966,4,True,56,Female,Urban
83,2022-10-27,2023-03-18,2023-09-16,4334.57597838464,6,True,41,Female,Suburban
84,2022-04-15,2022-07-10,2023-12-20,1093.9830012860987,5,True,35,Male,Rural
85,2022-09-27,2023-02-04,2023-09-13,2611.0491022203933,10,True,35,Female,Urban
86,2021-12-29,2022-09-22,2023-08-21,2754.8668726203164,9,False,20,Female,Rural
87,2021-02-06,2021-12-23,2023-08-09,607.1829924481879,4,False,25,Female,Suburban
88,2022-07-09,2022-09-09,2023-08-30,2960.259216984163,5,True,25,Male,Urban
89,2021-10-08,2022-01-31,2023-09-28,3623.0935347969858,7,True,27,Female,Rural
90,2022-05-29,2022-10-27,2023-10-10,2717.082493873313,11,True,54,Female,Rural
91,2022-01-14,2023-05-21,2023-11-29,1418.5279283741856,4,False,21,Male,Rural
92,2022-03-04,2022-07-11,2023-09-07,4254.5097442580745,6,True,58,Female,Rural
93,2021-06-16,2021-12-02,2023-10-06,3214.989386463006,11,True,47,Female,Rural
94,2022-08-17,2024-06-12,2023-09-26,5348.8070480542565,5,False,51,Male,Suburban
95,2022-10-04,2023-09-21,2023-12-09,6073.149755561745,6,False,46,Female,Urban
96,2022-11-19,2024-04-23,2023-11-23,606.4054440175736,5,False,45,Female,Rural
97,2022-02-07,2022-07-15,2023-07-27,2853.393408672994,13,True,39,Male,Rural
98,2022-05-31,2023-10-27,2023-10-22,5424.0136366735305,9,False,56,Female,Suburban
99,2022-08-17,2022-10-22,2023-12-05,901.760559924366,11,True,27,Male,Suburban
100,2022-11-22,2022-12-22,2023-08-07,1725.6752301784454,2,True,39,Female,Rural
101,2021-01-15,2022-03-31,2023-06-12,2692.9641573864164,0,False,19,Female,Urban
102,2021-07-13,2022-04-03,2023-08-28,3725.550575674962,0,False,62,Male,Urban
103,2022-05-26,2022-11-10,2023-07-15,1215.382367468936,10,True,28,Male,Urban
104,2022-06-19,2022-10-08,2023-07-26,652.0642498240873,6,True,51,Male,Rural
105,2021-12-15,2022-04-08,2023-08-04,2795.6908654409935,10,True,28,Male,Urban
106,2022-02-20,2022-05-04,2023-12-07,1338.6655700844046,3,True,56,Female,Suburban
107,2021-06-21,2022-05-02,2023-09-09,5773.955673470769,3,False,40,Male,Urban
108,2022-12-11,2023-06-07,2023-08-23,3029.6660964805214,11,True,39,Female,Suburban
109,2021-06-22,2021-12-23,2023-11-05,5367.978362902001,0,False,60,Female,Suburban
110,2022-04-22,2023-04-24,2023-07-11,1767.242118832992,6,False,36,Female,Suburban
111,2021-10-22,2022-01-02,2023-09-22,1879.3171213293804,4,True,61,Female,Rural
112,2021-04-05,2021-12-06,2023-09-23,1234.7311792537832,0,False,54,Female,Urban
113,2021-04-19,2023-04-05,2023-10-15,3994.184014677405,4,False,55,Male,Suburban
114,2022-03-30,2022-09-30,2023-08-05,3458.7151190568748,0,False,33,Male,Urban
115,2022-08-19,2022-12-04,2023-06-17,3934.1137057014703,4,True,18,Male,Urban
116,2022-09-25,2023-03-03,2023-09-10,2200.9865431926546,10,True,30,Male,Rural
117,2021-04-27,2022-09-20,2023-09-25,1433.690926532263,6,False,59,Male,Suburban
118,2022-06-29,2024-03-18,2023-08-22,2592.765556301853,7,False,51,Female,Rural
119,2021-07-21,2022-08-08,2023-12-24,4709.869598077142,7,False,63,Female,Rural
120,2022-05-05,2022-12-15,2023-12-07,1654.321362545946,3,False,47,Male,Suburban
121,2021-07-20,2021-11-18,2023-08-29,912.9672076359047,10,True,47,Female,Urban
122,2022-03-19,2023-03-03,2023-06-16,1409.6725232312901,0,False,64,Male,Suburban
123,2021-11-03,2023-02-27,2023-08-14,4619.124155687255,6,False,25,Male,Suburban
124,2022-12-23,2023-05-05,2023-08-31,3813.891113209067,5,True,64,Male,Rural
125,2022-09-15,2023-12-06,2023-12-15,5177.571250936911,9,False,62,Male,Suburban
126,2022-02-20,2022-07-20,2023-06-10,3367.8033771208184,2,True,32,Male,Urban
127,2022-10-26,2023-01-10,2023-06-19,3321.0776101292354,12,True,69,Male,Rural
128,2021-09-21,2021-10-29,2023-09-23,1454.0043454354766,4,True,52,Female,Urban
129,2022-04-19,2022-07-30,2023-07-16,1828.5597164584563,5,True,38,Male,Rural
130,2022-09-08,2022-12-19,2023-12-27,4270.0146156953,8,True,30,Female,Rural
131,2022-09-07,2023-01-20,2023-10-20,538.5738298700535,8,True,28,Female,Urban
132,2022-06-15,2022-11-09,2023-12-24,1002.1425182412335,2,True,57,Male,Urban
133,2022-03-18,2023-08-23,2023-09-23,3934.81305853173,6,False,55,Male,Rural
134,2021-07-09,2021-09-02,2023-09-30,2236.6343067917956,6,True,35,Female,Rural
135,2022-04-01,2023-04-26,2023-10-11,3276.482642953601,2,False,56,Male,Suburban
136,2022-03-30,2022-09-03,2023-11-26,1382.7477960495605,9,True,24,Male,Urban
137,2021-07-07,2021-11-14,2023-12-29,3300.65702637503,4,True,38,Male,Suburban
138,2022-06-19,2022-11-13,2023-09-22,1512.804517045957,10,True,65,Female,Urban
139,2023-01-01,2024-11-01,2023-08-05,4002.8479976521326,3,False,21,Female,Suburban
140,2022-08-07,2023-10-26,2023-09-19,4535.154256830255,0,False,21,Female,Rural
141,2022-07-04,2022-09-18,2023-10-07,1502.7881810748056,3,True,26,Male,Urban
142,2022-06-20,2022-10-21,2023-06-24,1732.7483629984836,8,True,29,Male,Suburban
143,2021-03-03,2021-11-08,2023-11-28,4018.13803479804,6,False,42,Male,Rural
144,2021-03-06,2021-06-16,2023-07-06,1374.3583595161367,7,True,24,Female,Urban
145,2021-01-04,2022-05-06,2023-09-30,542.7271080556529,0,False,69,Male,Suburban
146,2022-10-24,2023-03-18,2023-06-07,2053.7674259074997,5,True,37,Female,Urban
147,2021-08-10,2022-02-24,2023-08-04,1670.7198234941104,4,False,57,Male,Rural
148,2022-03-03,2022-05-20,2023-09-09,1852.3705973789722,4,True,49,Male,Urban
149,2021-03-15,2021-05-14,2023-08-23,2144.34126779843,5,True,56,Female,Suburban
150,2021-10-27,2022-09-04,2023-10-17,523.4974485810088,1,False,31,Female,Rural
151,2022-11-07,2023-02-15,2023-07-14,2445.6291524800286,5,True,59,Female,Suburban
152,2022-09-28,2023-02-27,2023-09-02,3014.773576151669,7,True,39,Female,Urban
153,2021-06-07,2022-12-06,2023-10-25,1118.335079831227,3,False,56,Male,Urban
154,2021-10-30,2023-06-22,2023-11-07,4479.647538073736,7,False,37,Male,Rural
155,2021-09-22,2022-03-14,2023-08-21,2385.072083203956,8,True,22,Female,Urban
156,2022-07-29,2022-08-31,2023-11-10,74.71274330252075,7,True,42,Male,Rural
157,2022-01-20,2023-06-19,2023-06-23,3847.611067734062,0,False,51,Female,Urban
158,2021-01-16,2021-08-11,2023-07-29,2235.3478358051525,6,False,60,Female,Suburban
159,2021-07-26,2021-12-07,2023-10-11,2785.766028021018,3,True,60,Female,Rural
160,2022-06-19,2022-11-09,2023-07-02,304.7204524534465,4,True,60,Male,Rural
161,2022-05-05,2023-04-12,2023-07-09,4071.032516272153,0,False,42,Female,Urban
162,2021-10-22,2023-09-12,2023-12-08,545.609861459921,0,False,56,Male,Suburban
163,2021-08-30,2021-10-29,2023-06-30,3914.595126480469,11,True,40,Male,Suburban
164,2022-02-04,2022-06-20,2023-06-04,665.7828927914754,6,True,23,Male,Suburban
165,2022-12-06,2024-06-19,2023-07-27,702.363915571558,4,False,30,Male,Rural
166,2022-07-19,2023-10-04,2023-06-02,5115.374974532373,7,False,39,Female,Rural
167,2022-02-06,2023-09-06,2023-09-10,910.1046792929053,2,False,32,Male,Rural
168,2022-11-21,2023-05-08,2023-10-23,3479.5748990336706,2,True,66,Male,Rural
169,2022-07-18,2023-02-13,2023-11-23,6952.3506565638645,8,False,57,Male,Urban
170,2021-03-12,2021-06-01,2023-06-11,2745.3196532509664,9,True,49,Male,Urban
171,2022-10-17,2023-03-23,2023-09-25,3744.748763130723,3,True,46,Female,Urban
172,2021-08-08,2022-01-14,2023-11-21,3932.032182721538,10,True,69,Female,Urban
173,2022-09-27,2024-03-31,2023-09-26,4261.334549562145,3,False,20,Male,Suburban
174,2022-07-26,2023-05-31,2023-06-21,1784.6418407309573,0,False,54,Female,Rural
175,2021-08-31,2022-06-04,2023-07-31,5308.829513681174,5,False,61,Male,Rural
176,2022-09-09,2024-05-15,2023-09-22,2721.873684370142,2,False,62,Female,Urban
177,2022-12-31,2023-03-30,2023-10-28,1989.3502476847825,9,True,47,Male,Suburban
178,2022-08-28,2022-10-02,2023-11-18,1957.9335625746103,7,True,60,Male,Suburban
179,2021-05-25,2022-04-07,2023-07-24,5680.130647339923,0,False,67,Female,Suburban
180,2022-07-25,2022-09-06,2023-11-23,346.0398375662721,3,True,28,Male,Suburban
181,2021-07-06,2021-12-17,2023-09-01,213.10653658062665,6,True,65,Male,Urban
182,2021-12-06,2022-03-22,2023-08-14,2507.3357300922003,4,True,69,Female,Urban
183,2022-05-13,2023-03-01,2023-07-21,1010.4800156905312,3,False,41,Female,Rural
184,2021-05-19,2021-11-22,2023-08-18,3766.940552355359,2,False,39,Male,Rural
185,2022-09-14,2024-07-23,2023-09-27,928.1128614524221,5,False,69,Male,Urban
186,2022-11-15,2024-04-16,2023-12-20,488.84704173897575,0,False,34,Male,Urban
187,2021-11-01,2022-01-08,2023-10-31,1120.000271578375,7,True,69,Male,Suburban
188,2022-07-11,2024-03-25,2023-07-30,2575.745100224495,8,False,63,Male,Urban
189,2022-02-26,2022-09-25,2023-08-07,5816.896300528406,5,False,63,Female,Urban
190,2022-07-04,2022-10-08,2023-11-14,3309.1003331839784,9,True,49,Male,Rural
191,2021-06-30,2021-09-20,2023-12-27,1044.9073218178287,4,True,26,Male,Suburban
192,2021-06-21,2023-04-04,2023-07-11,1364.6759149199688,6,False,41,Female,Urban
193,2021-03-26,2021-06-02,2023-11-19,1313.9181038675354,10,True,23,Female,Suburban
194,2022-01-04,2022-06-18,2023-12-17,2436.860761199486,4,True,21,Male,Urban
195,2021-02-24,2022-08-31,2023-11-28,1874.3752817997074,3,False,68,Male,Suburban
196,2022-06-09,2024-05-25,2023-06-13,4677.514156887271,0,False,65,Female,Urban
197,2022-12-29,2024-01-15,2023-06-23,2829.835140453581,0,False,40,Female,Urban
198,2022-05-18,2024-02-11,2023-11-13,6468.046485373624,5,False,26,Female,Urban
199,2022-12-24,2023-07-04,2023-06-25,5363.517547199645,4,False,24,Male,Urban
200,2022-03-26,2022-12-22,2023-09-17,3181.877274165878,3,False,64,Female,Suburban
201,2022-10-28,2022-12-17,2023-10-13,1670.5426030998449,12,True,31,Male,Rural
202,2021-12-06,2023-10-20,2023-12-05,5143.703771219339,9,False,66,Male,Urban
203,2022-08-22,2023-05-24,2023-08-31,3522.743901557683,9,False,69,Male,Urban
204,2021-10-17,2021-12-20,2023-09-30,1737.023782679332,4,True,32,Female,Rural
205,2021-07-20,2021-10-29,2023-06-14,1090.6593267679687,8,True,24,Female,Urban
206,2021-06-10,2021-07-24,2023-06-15,1668.0234753966363,9,True,48,Male,Rural
207,2022-03-01,2022-07-17,2023-07-11,2457.7591817474,9,True,39,Female,Urban
208,2022-03-17,2023-04-07,2023-08-29,3858.494204271329,0,False,51,Female,Suburban
209,2021-09-15,2021-10-30,2023-12-06,1482.2348327316843,7,True,67,Male,Suburban
210,2022-04-17,2024-02-18,2023-11-17,3757.7193792342628,4,False,45,Female,Rural
211,2022-09-07,2022-11-16,2023-08-29,2220.8289667811555,11,True,36,Male,Urban
212,2021-01-22,2021-06-28,2023-07-26,958.1307495613232,7,True,18,Male,Urban
213,2021-05-05,2021-09-17,2023-08-09,4389.489536893633,6,True,53,Female,Suburban
214,2022-06-26,2024-01-10,2023-11-27,5545.659655130499,2,False,58,Male,Urban
215,2022-12-26,2023-03-29,2023-10-16,3692.132500253416,10,True,18,Female,Rural
216,2021-03-07,2022-10-07,2023-06-28,3242.41100543927,0,False,58,Female,Suburban
217,2021-01-05,2021-05-01,2023-12-21,3588.3731843247683,9,True,35,Female,Suburban
218,2022-09-29,2023-09-13,2023-06-11,6357.644855174367,8,False,25,Male,Rural
219,2022-12-31,2023-05-21,2023-07-04,920.4151305946989,3,True,31,Female,Rural
220,2022-02-28,2024-02-11,2023-10-20,3901.5207220511243,0,False,63,Female,Rural
221,2022-08-07,2023-01-14,2023-07-23,904.6088614935953,5,True,40,Female,Urban
222,2021-03-29,2022-05-06,2023-08-26,5197.38496045584,7,False,20,Male,Urban
223,2022-04-30,2023-12-12,2023-09-05,1357.8845114526312,0,False,58,Male,Suburban
224,2021-10-06,2023-03-11,2023-10-05,6117.336832200133,6,False,62,Male,Rural
225,2022-02-20,2022-05-02,2023-06-11,1717.7078509639566,9,True,25,Male,Suburban
226,2022-04-22,2023-12-17,2023-09-06,803.719745038702,2,False,27,Female,Urban
227,2022-05-03,2022-06-27,2023-10-16,2417.5681033018986,2,True,26,Male,Suburban
228,2022-07-31,2023-01-22,2023-06-16,2396.19208851875,12,True,38,Male,Rural
229,2022-06-27,2022-12-25,2023-12-23,2730.0021403068768,8,False,31,Female,Suburban
230,2022-11-22,2023-05-04,2023-07-11,757.0221969747495,11,True,54,Female,Rural
231,2022-08-07,2022-09-23,2023-11-12,1273.279761348208,3,True,61,Female,Rural
232,2022-11-08,2023-09-02,2023-06-04,373.1012283132679,7,False,23,Male,Rural
233,2021-07-06,2021-12-23,2023-11-21,3788.3745813079126,10,True,41,Female,Suburban
234,2022-10-11,2024-03-20,2023-12-10,6262.539154731048,6,False,48,Female,Urban
235,2022-08-16,2024-04-06,2023-07-20,3362.452587692761,0,False,59,Male,Rural
236,2022-08-26,2022-11-04,2023-06-08,572.8068735464119,5,True,53,Female,Suburban
237,2021-12-27,2023-06-22,2023-06-25,1870.3436578015605,7,False,40,Male,Suburban
238,2022-11-26,2024-01-31,2023-12-04,5101.936019912631,5,False,43,Male,Suburban
239,2021-11-22,2023-08-09,2023-08-28,5840.953480484807,3,False,47,Female,Rural
240,2022-04-02,2023-02-08,2023-12-30,3111.0553671808675,7,False,41,Male,Urban
241,2022-08-31,2022-11-30,2023-12-22,1114.3031442745764,11,True,64,Female,Urban
242,2021-07-11,2023-05-14,2023-11-26,2786.229076572198,9,False,30,Female,Urban
243,2021-04-28,2022-03-13,2023-06-13,5032.33832356979,3,False,39,Male,Urban
244,2022-04-05,2024-01-12,2023-06-16,1576.915715647293,0,False,53,Male,Urban
245,2021-03-28,2021-08-30,2023-09-10,3699.9745492749616,2,True,57,Male,Urban
246,2022-01-28,2022-03-19,2023-06-13,2312.7409099477845,2,True,52,Female,Urban
247,2022-10-19,2024-09-04,2023-08-29,6729.629953367842,4,False,50,Female,Urban
248,2021-06-23,2022-06-28,2023-07-26,361.6489521047072,1,False,34,Male,Urban
249,2022-09-22,2022-11-13,2023-08-28,1706.3571938550967,10,True,63,Female,Suburban
250,2021-02-03,2021-12-01,2023-06-04,3816.0560700186084,5,False,29,Male,Suburban
251,2022-05-24,2022-10-08,2023-10-23,2626.166392184088,10,True,22,Male,Suburban
252,2022-12-15,2023-03-13,2023-10-28,1057.1144838944263,11,True,68,Male,Suburban
253,2021-08-19,2021-10-09,2023-11-24,3988.9201161107812,4,True,21,Female,Urban
254,2021-08-01,2021-09-12,2023-09-21,2728.8292340440335,10,True,34,Male,Urban
255,2021-05-08,2021-09-13,2023-09-19,2229.8134914780044,11,True,29,Male,Suburban
256,2022-08-07,2023-03-25,2023-06-10,2450.5168595024033,8,False,19,Male,Urban
257,2021-07-21,2023-02-03,2023-08-14,1135.2813513502076,5,False,68,Male,Rural
258,2022-08-08,2024-05-03,2023-11-20,3963.0647756572175,4,False,22,Male,Urban
259,2022-09-02,2022-10-24,2023-11-01,654.0208930653802,7,True,40,Female,Rural
260,2021-11-03,2022-07-18,2023-07-28,1223.5418513620502,1,False,20,Female,Rural
261,2022-11-01,2023-03-18,2023-10-17,2731.5853299838463,10,True,32,Male,Rural
262,2021-01-28,2021-03-06,2023-10-26,218.9152192344813,7,True,67,Male,Suburban
263,2021-10-07,2023-05-29,2023-11-16,217.91064921441932,0,False,53,Female,Rural
264,2021-12-06,2022-01-25,2023-12-28,3110.8059196821814,3,True,49,Female,Urban
265,2022-05-24,2022-08-20,2023-07-19,3048.2849483667637,5,True,42,Female,Urban
266,2022-02-05,2022-04-11,2023-06-02,2745.8408888459726,3,True,40,Male,Urban
267,2022-02-13,2023-03-08,2023-09-23,3288.885463858027,3,False,25,Male,Rural
268,2022-06-21,2022-10-02,2023-07-21,2486.1510228635298,9,True,56,Female,Rural
269,2022-05-26,2022-10-17,2023-06-03,262.7964358805819,2,True,20,Male,Rural
270,2022-08-01,2023-07-02,2023-06-01,1610.774443722271,6,False,31,Male,Urban
271,2022-09-27,2024-08-07,2023-10-29,3422.583950372875,1,False,67,Male,Rural
272,2022-07-10,2023-06-29,2023-08-28,6928.466523640811,6,False,21,Female,Suburban
273,2022-09-18,2023-02-13,2023-06-14,3004.3751289889938,2,True,32,Male,Urban
274,2022-06-15,2022-11-08,2023-09-16,4179.541526893509,2,True,29,Female,Suburban
275,2022-07-11,2023-04-12,2023-10-09,4467.118270351926,3,False,65,Female,Rural
276,2022-08-31,2022-11-28,2023-09-25,3466.804718717893,8,True,47,Female,Rural
277,2022-03-06,2024-01-11,2023-11-05,1152.5726717888506,4,False,61,Male,Rural
278,2021-11-09,2023-07-22,2023-11-28,1858.0828463368928,2,False,58,Male,Rural
279,2022-05-21,2023-09-10,2023-12-14,4158.042067396303,2,False,28,Female,Urban
280,2022-04-01,2022-05-07,2024-01-01,4260.876581343005,6,True,52,Male,Urban
281,2022-05-03,2023-09-09,2023-11-22,1757.0332749503123,0,False,53,Female,Suburban
282,2021-04-30,2023-01-30,2023-11-26,5706.2333624498415,3,False,32,Female,Rural
283,2021-04-18,2021-12-28,2023-08-03,5446.115788270948,3,False,21,Male,Urban
284,2022-03-15,2022-07-24,2024-01-01,2300.1971437316397,11,True,31,Female,Rural
285,2022-01-06,2022-07-01,2023-11-20,1256.852508910203,7,True,40,Female,Urban
286,2021-08-08,2021-10-25,2023-10-21,1436.305191390394,10,True,50,Female,Suburban
287,2022-10-11,2023-06-18,2023-11-17,5461.008466966501,6,False,51,Female,Suburban
288,2022-02-02,2022-12-29,2023-10-24,7440.845722361811,5,False,53,Male,Rural
289,2021-07-21,2021-12-26,2023-11-17,2372.8472113805465,11,True,33,Female,Rural
290,2021-08-30,2022-03-10,2023-11-16,2110.15475244616,3,False,33,Male,Rural
291,2022-06-06,2023-04-15,2023-07-24,3225.7735963433447,5,False,69,Male,Urban
292,2022-05-28,2023-09-30,2023-06-10,2214.716351583664,1,False,29,Female,Suburban
293,2022-10-18,2024-07-16,2023-07-25,777.2834533927144,3,False,60,Male,Urban
294,2021-06-11,2022-08-21,2023-10-29,1357.7939826511579,1,False,69,Male,Rural
295,2022-08-18,2022-10-31,2023-11-15,1782.2412081394652,8,True,29,Male,Rural
296,2021-12-24,2022-06-08,2023-10-15,1942.9864413759094,6,True,44,Female,Urban
297,2022-09-10,2023-01-07,2023-10-07,874.0298668824203,5,True,28,Female,Rural
298,2022-09-22,2023-01-05,2023-10-09,1090.968637604942,3,True,23,Male,Rural
299,2022-02-11,2023-11-22,2023-07-12,6016.368239586043,3,False,34,Male,Urban
300,2022-01-24,2022-02-26,2023-07-27,453.1586799738264,11,True,32,Female,Suburban
301,2021-12-05,2022-04-07,2023-12-27,2265.3543413671973,8,True,46,Female,Rural
302,2022-09-07,2023-10-11,2023-08-31,3304.380406544738,3,False,41,Male,Suburban
303,2022-12-24,2024-06-27,2023-09-12,1419.576039483661,0,False,30,Male,Rural
304,2022-03-27,2023-07-09,2023-09-14,1347.6165772449895,0,False,69,Female,Rural
305,2021-10-28,2022-03-27,2023-10-11,2380.844729465349,1,True,40,Female,Urban
306,2022-04-03,2022-09-01,2023-11-23,3229.41392538962,9,True,21,Female,Suburban
307,2021-02-17,2021-07-24,2023-06-23,3827.370881018316,3,True,21,Male,Urban
308,2022-04-10,2023-09-28,2023-08-17,5223.265269856619,5,False,37,Female,Rural
309,2022-11-25,2023-04-14,2023-07-06,3843.9217199736113,11,True,42,Female,Rural
310,2021-02-10,2021-04-05,2023-08-29,3366.9379570320357,7,True,29,Female,Urban
311,2022-04-14,2022-08-26,2023-11-20,1318.335933984752,2,True,50,Male,Suburban
